"CO_UNIDADE";"CO_LEITO";"CO_TIPO_LEITO";"TP_ALTACOMP";"QT_EXIST";"QT_CONTR";"QT_SUS";"TO_CHAR(DT_ATUALIZACAO,'DD/MM/YYYY')";"CO_USUARIO";"TO_CHAR(DT_ATUALIZACAO_ORIGEM,'DD/MM/YYYY')"
"4115002753928";"43";"4 ";"";"6";"";"5";"18/07/2019";"ALZIRA";"09/06/2005"
"4115202587335";"03";"1 ";"";"15";"";"15";"16/12/2019";"FCES";"09/06/2005"
"4115202587335";"13";"1 ";"";"8";"";"8";"16/12/2019";"MARISA";"09/06/2005"
"4115702557207";"10";"4 ";"";"5";"";"5";"17/12/2019";"SCNES";"09/06/2005"
"4115802582716";"10";"4 ";"";"10";"";"6";"27/02/2020";"SIPAS";"09/06/2005"
"4115802582716";"33";"2 ";"";"32";"";"18";"27/02/2020";"EGUSSOLI";"09/06/2005"
"1200052001020";"43";"4 ";"";"2";"";"2";"30/01/2020";"SCNES";"21/05/2004"
"1200102001500";"03";"1 ";"";"4";"";"4";"06/02/2020";"SCNES";"21/05/2004"
"1200102001500";"33";"2 ";"";"6";"";"6";"06/02/2020";"SCNES";"21/05/2004"
"1200102001500";"45";"5 ";"";"4";"";"4";"06/02/2020";"SCNES";"21/05/2004"
"4303002266474";"75";"3 ";"";"10";"";"8";"07/02/2020";"430300";"09/09/2008"
"4122602733315";"03";"1 ";"";"6";"";"6";"24/07/2019";"RICARDO";"09/06/2005"
"4122602733315";"33";"2 ";"";"15";"";"10";"24/07/2019";"RICARDO";"09/06/2005"
"1200202000296";"06";"1 ";"";"3";"";"3";"05/03/2020";"SCNES";"21/05/2004"
"3534402079887";"33";"2 ";"";"23";"";"0";"01/11/2019";"UAC";"26/08/2008"
"1200202000296";"33";"2 ";"";"11";"";"11";"05/03/2020";"SCNES";"21/05/2004"
"1200202000296";"43";"4 ";"";"16";"";"16";"05/03/2020";"SCNES";"21/05/2004"
"4122602733315";"45";"5 ";"";"4";"";"4";"24/07/2019";"RICARDO";"09/06/2005"
"4122602733315";"66";"3 ";"";"1";"";"1";"24/07/2019";"lucimeri";"09/06/2005"
"4104502586061";"33";"2 ";"";"26";"";"16";"07/06/2019";"LUCIANA";"09/06/2005"
"1200332000083";"33";"2 ";"";"11";"";"11";"05/03/2020";"SCNES";"21/05/2004"
"1200332000083";"45";"5 ";"";"6";"";"6";"05/03/2020";"SCNES";"21/05/2004"
"4104502586061";"45";"5 ";"";"7";"";"7";"07/06/2019";"MURIEL";"09/06/2005"
"2307652806215";"03";"1 ";"";"9";"";"9";"22/11/2019";"SCNES";"24/11/2008"
"1721002786117";"06";"1 ";"";"1";"";"1";"19/02/2020";"FCES";"25/06/2006"
"1721002786117";"13";"1 ";"";"62";"";"62";"19/02/2020";"CADASTRO";"25/06/2006"
"1721002786117";"34";"6 ";"";"7";"";"7";"19/02/2020";"CADASTRO";"25/06/2006"
"1721002786117";"42";"2 ";"";"33";"";"33";"19/02/2020";"CADASTRO";"25/06/2006"
"3114302118246";"06";"1 ";"";"2";"";"2";"03/02/2020";"BEATRIZ";"21/05/2010"
"1702002546671";"03";"1 ";"";"4";"";"4";"03/12/2019";"CADASTRO";"25/06/2006"
"1702002546671";"33";"2 ";"";"10";"";"10";"03/12/2019";"CADASTRO";"25/06/2006"
"1501402332639";"45";"5 ";"";"70";"";"70";"21/02/2020";"MARCELO";"16/11/2005"
"1501402332922";"45";"5 ";"";"53";"";"0";"05/08/2014";"RICARDO";"16/11/2005"
"1501402332930";"33";"2 ";"";"4";"";"2";"25/11/2019";"jimmy";"16/11/2005"
"1501402332930";"45";"5 ";"";"10";"";"3";"25/11/2019";"RACHEL";"16/11/2005"
"1501402332981";"31";"2 ";"";"32";"";"32";"10/02/2020";"DORIVAN";"16/11/2005"
"1501402332981";"34";"6 ";"";"2";"";"2";"10/02/2020";"POLLY";"16/11/2005"
"1501402332981";"45";"5 ";"";"27";"";"27";"10/02/2020";"DORIVAN";"16/11/2005"
"1100122516144";"33";"2 ";"";"8";"";"0";"09/01/2020";"caio";"08/12/2004"
"4314902237253";"67";"1 ";"";"56";"";"40";"26/02/2020";"DAGOBERTO";"27/11/2006"
"1100122516144";"43";"4 ";"";"7";"";"0";"09/01/2020";"caio";"08/12/2004"
"4314902237253";"72";"7 ";"";"1";"";"1";"26/02/2020";"FATSUS";"27/11/2006"
"4314903007847";"03";"1 ";"";"16";"";"1";"27/02/2020";"MARQUES.MC";"08/12/2004"
"3530602083256";"16";"1 ";"";"2";"";"0";"17/12/2019";"CELSO";"18/02/2018"
"3170202146355";"92";"3 ";"";"16";"";"16";"09/09/2019";"ANGELA";"20/02/2018"
"4314903007847";"33";"2 ";"";"34";"";"0";"27/02/2020";"HOSPHMD";"08/12/2004"
"4314903007847";"47";"6 ";"";"36";"";"0";"27/02/2020";"HOSPHMD";"08/12/2004"
"4314903007847";"80";"3 ";"";"15";"";"0";"27/02/2020";"HOSPHMD";"08/12/2004"
"3552207709641";"84";"6 ";"";"5";"";"5";"06/01/2020";"MESTRE";"25/04/2015"
"4218703061388";"77";"3 ";"";"2";"";"0";"13/08/2019";"421870";"20/02/2018"
"4218703061388";"80";"3 ";"";"6";"";"0";"13/08/2019";"421870";"20/02/2018"
"3170202146355";"93";"3 ";"";"6";"";"6";"09/09/2019";"ANGELA";"20/02/2018"
"3170206601804";"93";"3 ";"";"5";"";"5";"20/12/2019";"VAGNER";"20/02/2018"
"4303402228548";"47";"6 ";"";"10";"";"10";"28/06/2019";"MESTRE";"16/03/2018"
"4323005223962";"10";"4 ";"";"10";"";"8";"13/02/2020";"ANA ROSA";"12/03/2008"
"3520442078511";"10";"4 ";"";"13";"";"6";"26/12/2019";"DRS02";"08/12/2004"
"3520442078511";"45";"5 ";"";"27";"";"16";"26/12/2019";"RUI CELSO";"08/12/2004"
"4323005223962";"32";"2 ";"";"1";"";"1";"13/02/2020";"VIAMAO";"12/03/2008"
"2706802719363";"10";"4 ";"";"1";"";"1";"06/03/2020";"SAUDE";"08/12/2004"
"3304202288907";"81";"3 ";"";"10";"";"10";"16/08/2019";"SCNES";"29/11/2006"
"4323005223962";"43";"4 ";"";"2";"";"1";"13/02/2020";"HCV";"12/03/2008"
"3143302219646";"32";"2 ";"";"6";"";"4";"08/10/2019";"GRS06";"16/03/2018"
"4323005223962";"03";"1 ";"";"20";"";"20";"13/02/2020";"ANA ROSA";"12/03/2008"
"5218002442477";"06";"1 ";"";"2";"";"2";"17/05/2019";"CHEILE";"12/03/2008"
"5218002442477";"33";"2 ";"";"18";"";"18";"17/05/2019";"GESTOR";"12/03/2008"
"5218002442477";"45";"5 ";"";"8";"";"8";"17/05/2019";"GESTOR";"12/03/2008"
"3303903972976";"03";"1 ";"";"27";"";"0";"19/06/2019";"DRCAA";"18/07/2006"
"3303903972976";"33";"2 ";"";"27";"";"0";"19/06/2019";"DRCAA";"18/07/2006"
"3303903972976";"74";"3 ";"";"15";"";"0";"19/06/2019";"DRCAA";"18/07/2006"
"3303903972976";"80";"3 ";"";"4";"";"0";"19/06/2019";"DRCAA";"18/07/2006"
"5218002534878";"10";"4 ";"";"4";"";"0";"29/09/2015";"LAIRTON";"12/03/2008"
"3202302447029";"43";"4 ";"";"9";"";"9";"27/01/2020";"SCNES";"18/07/2006"
"3203702547090";"43";"4 ";"";"4";"";"4";"22/07/2019";"ORIEL";"18/07/2006"
"2108302454947";"03";"1 ";"";"14";"";"14";"15/12/2019";"PENALVA";"14/05/2004"
"2108302454947";"43";"4 ";"";"7";"";"7";"15/12/2019";"PENALVA";"14/05/2004"
"2108302455021";"03";"1 ";"";"2";"";"2";"26/08/2019";"PENALVA";"14/05/2004"
"2108302455021";"43";"4 ";"";"4";"";"4";"26/08/2019";"PENALVA";"14/05/2004"
"3118602154749";"03";"1 ";"";"7";"";"0";"04/02/2020";"FILIPEM";"14/05/2004"
"5218002534878";"43";"4 ";"";"3";"";"0";"29/09/2015";"LAIRTON";"12/03/2008"
"3118602154749";"45";"5 ";"";"2";"";"0";"04/02/2020";"FILIPEM";"14/05/2004"
"3118602154757";"33";"2 ";"";"25";"";"3";"02/03/2020";"GESTOR";"14/05/2004"
"3201202485729";"78";"3 ";"";"18";"";"3";"05/03/2020";"PENHA";"18/07/2006"
"3143302219646";"40";"2 ";"";"3";"";"2";"08/10/2019";"GRS06";"16/03/2018"
"5007692370905";"45";"5 ";"";"1";"";"0";"01/10/2015";"GESTOR";"19/07/2006"
"3518802718707";"43";"4 ";"";"2";"";"0";"05/07/2019";"SSDTAC";"16/03/2018"
"3518802718707";"75";"3 ";"";"10";"";"0";"05/07/2019";"SSDTAC";"16/03/2018"
"2304402516683";"07";"7 ";"";"3";"";"3";"24/01/2020";"MILENA";"10/06/2015"
"3506002790556";"11";"1 ";"";"1";"";"1";"27/09/2019";"SCNES";"10/06/2015"
"3518802718707";"78";"3 ";"";"3";"";"0";"05/07/2019";"SSDTAC";"16/03/2018"
"3506002790556";"15";"1 ";"";"1";"";"1";"27/09/2019";"SCNES";"10/06/2015"
"3506002790556";"40";"2 ";"";"5";"";"5";"27/09/2019";"SCNES";"10/06/2015"
"3518802718707";"81";"3 ";"";"5";"";"0";"05/07/2019";"SSDTAC";"16/03/2018"
"3522303987957";"33";"2 ";"";"15";"";"0";"29/10/2019";"FABIO";"19/07/2006"
"3304552273322";"10";"4 ";"";"93";"";"0";"09/12/2013";"SMS RIO";"14/05/2004"
"2610609442944";"33";"2 ";"";"3";"";"0";"19/08/2019";"GESTOR";"16/03/2018"
"2610609442944";"47";"6 ";"";"3";"";"0";"19/08/2019";"GESTOR";"16/03/2018"
"2603009452230";"84";"6 ";"";"6";"";"6";"06/09/2018";"CABROBO";"16/03/2018"
"2601902344254";"03";"1 ";"";"11";"";"1";"26/12/2019";"DAIANA";"11/11/2004"
"3521402812681";"33";"2 ";"";"2";"";"2";"05/11/2019";"SAUDE";"16/03/2018"
"2601902344254";"13";"1 ";"";"37";"";"32";"26/12/2019";"DAIANA";"11/11/2004"
"2601902344254";"33";"2 ";"";"50";"";"40";"26/12/2019";"DAIANA";"11/11/2004"
"3509007580770";"81";"3 ";"";"6";"";"6";"29/08/2019";"CNES13";"10/06/2015"
"2600802319284";"03";"1 ";"";"3";"";"3";"04/09/2019";"FCES";"11/11/2004"
"2600802319284";"45";"5 ";"";"3";"";"3";"04/09/2019";"FCES";"11/11/2004"
"3518805200105";"66";"3 ";"";"4";"";"4";"28/02/2020";"SSDTAC";"23/09/2008"
"2503502613409";"43";"4 ";"";"6";"";"6";"27/01/2020";"SCNES";"11/11/2004"
"2913602415844";"75";"3 ";"";"8";"";"8";"17/04/2019";"SESAB";"16/03/2018"
"5208702337800";"45";"5 ";"";"5";"";"3";"28/02/2020";"JANETE";"16/03/2018"
"4321602793008";"93";"3 ";"";"4";"";"0";"01/07/2019";"HOSPITAL";"16/03/2018"
"5219002441500";"03";"1 ";"";"3";"";"3";"06/09/2019";"CESAR";"11/11/2004"
"5219002441500";"33";"2 ";"";"9";"";"9";"06/09/2019";"CESAR";"11/11/2004"
"5219102437643";"03";"1 ";"";"1";"";"1";"05/03/2020";"relton";"11/11/2004"
"5219102437643";"07";"7 ";"";"3";"";"3";"05/03/2020";"relton";"11/11/2004"
"5219102437643";"43";"4 ";"";"2";"";"2";"05/03/2020";"relton";"11/11/2004"
"5219202438119";"10";"4 ";"";"1";"";"1";"08/01/2020";"FCES";"11/11/2004"
"5219202438119";"43";"4 ";"";"1";"";"1";"08/01/2020";"FCES";"11/11/2004"
"5219302383209";"03";"1 ";"";"6";"";"6";"18/12/2019";"FCES";"11/11/2004"
"5219302383209";"33";"2 ";"";"15";"";"15";"18/12/2019";"SILVIA";"11/11/2004"
"5219302383209";"45";"5 ";"";"6";"";"6";"18/12/2019";"FCES";"11/11/2004"
"5219702535270";"10";"4 ";"";"9";"";"9";"08/01/2020";"ICSICS";"11/11/2004"
"5219702535270";"43";"4 ";"";"3";"";"3";"08/01/2020";"KATIA";"11/11/2004"
"5219732336960";"03";"1 ";"";"4";"";"4";"05/12/2019";"SMSSAG";"11/11/2004"
"5219732336960";"43";"4 ";"";"2";"";"2";"05/12/2019";"FCES";"11/11/2004"
"2103123588572";"33";"2 ";"";"12";"";"12";"03/12/2019";"SEMUS";"27/09/2005"
"3543402080400";"46";"2 ";"";"15";"";"5";"14/02/2020";"DANIEL";"27/09/2005"
"4202003718395";"08";"1 ";"";"4";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"09";"1 ";"";"3";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"11";"1 ";"";"1";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"12";"1 ";"";"1";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"13";"1 ";"";"10";"";"0";"09/12/2019";"420200";"29/09/2016"
"2702802010887";"43";"4 ";"";"3";"";"3";"22/05/2019";"MAXWELL";"30/09/2005"
"2909902400901";"45";"5 ";"";"7";"";"7";"05/08/2019";"SAUDE";"30/09/2005"
"1505902711184";"10";"4 ";"";"13";"";"13";"06/03/2020";"CLEONOR";"30/09/2005"
"1505902711184";"45";"5 ";"";"11";"";"11";"06/03/2020";"SMSPMOZ";"30/09/2005"
"2101602462583";"45";"5 ";"";"22";"";"22";"30/07/2019";"BARRA";"30/09/2005"
"4202003718395";"14";"1 ";"";"4";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"15";"1 ";"";"3";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"16";"1 ";"";"3";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"31";"2 ";"";"1";"";"0";"09/12/2019";"420200";"29/09/2016"
"3522802751674";"03";"1 ";"";"6";"";"4";"14/02/2020";"SCNES";"30/09/2005"
"3522802751674";"10";"4 ";"";"4";"";"2";"14/02/2020";"SCNES";"30/09/2005"
"3522802751674";"43";"4 ";"";"2";"";"2";"14/02/2020";"SCNES";"30/09/2005"
"3301702277573";"07";"7 ";"";"17";"";"17";"02/06/2016";"NEOCLACIRA";"30/09/2005"
"2800303277755";"01";"1 ";"";"1";"";"0";"03/07/2019";"NUCAAR";"30/09/2005"
"2101602462583";"10";"4 ";"";"4";"";"4";"30/07/2019";"BARRA";"30/09/2005"
"4202003718395";"32";"2 ";"";"5";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"35";"2 ";"";"1";"";"0";"09/12/2019";"420200";"29/09/2016"
"2504002363070";"08";"1 ";"";"9";"";"9";"22/08/2019";"ROSELE";"30/09/2005"
"2504002363070";"32";"2 ";"";"3";"";"3";"22/08/2019";"ROSELE";"30/09/2005"
"2504002363070";"42";"2 ";"";"3";"";"3";"22/08/2019";"ROSELE";"30/09/2005"
"4301603596338";"03";"1 ";"";"17";"";"0";"17/09/2015";"7CRS";"02/10/2005"
"4314903567664";"33";"2 ";"";"149";"";"0";"26/06/2019";"GQH_HED";"02/10/2005"
"4202003718395";"36";"2 ";"";"2";"";"0";"09/12/2019";"420200";"29/09/2016"
"4202003718395";"37";"2 ";"";"1";"";"0";"09/12/2019";"420200";"29/09/2016"
"1508103607372";"06";"1 ";"";"6";"";"0";"06/09/2019";"SAUDE";"06/10/2005"
"2506002322714";"43";"4 ";"";"12";"";"0";"05/05/2015";"ESPERANÇA";"05/11/2004"
"2914602533200";"06";"1 ";"";"6";"";"0";"09/06/2009";"SMSIRECE";"05/11/2004"
"2914604026896";"03";"1 ";"";"24";"";"24";"20/02/2020";"HOSPITAL";"05/11/2004"
"1500802328496";"10";"4 ";"";"9";"";"0";"10/07/2013";"ANTONIA";"05/11/2004"
"1500802328496";"45";"5 ";"";"11";"";"0";"10/07/2013";"ANTONIA";"05/11/2004"
"1500802328534";"45";"5 ";"";"6";"";"6";"18/02/2020";"ANTONIA";"05/11/2004"
"1500802328658";"03";"1 ";"";"20";"";"10";"17/06/2013";"ANTONIA";"05/11/2004"
"1500802328658";"43";"4 ";"";"2";"";"0";"17/06/2013";"ANTONIA";"05/11/2004"
"1301602017717";"03";"1 ";"";"6";"";"6";"07/01/2020";"sonieni";"05/11/2004"
"1301602017717";"10";"4 ";"";"3";"";"3";"07/01/2020";"sonieni";"05/11/2004"
"1301602017717";"43";"4 ";"";"5";"";"5";"07/01/2020";"SCNES";"05/11/2004"
"1301602017717";"66";"3 ";"";"2";"";"2";"07/01/2020";"SCNES";"05/11/2004"
"3529002025523";"06";"1 ";"";"14";"";"14";"08/01/2019";"SCNES";"05/11/2004"
"3529002025523";"33";"2 ";"";"10";"";"6";"08/01/2019";"SCNES";"05/11/2004"
"4202003718395";"38";"2 ";"";"1";"";"0";"09/12/2019";"420200";"29/09/2016"
"3529002086050";"03";"1 ";"";"1";"";"1";"04/09/2019";"FCES";"05/11/2004"
"3529002086050";"10";"4 ";"";"25";"";"25";"04/09/2019";"ALEXANDRE";"05/11/2004"
"3529002086050";"41";"2 ";"";"2";"";"2";"04/09/2019";"FCES";"05/11/2004"
"2513702592746";"03";"1 ";"";"17";"";"12";"20/08/2019";"FCES";"07/11/2004"
"2513702592746";"43";"4 ";"";"24";"";"22";"20/08/2019";"FCES";"07/11/2004"
"3557102080036";"03";"1 ";"";"6";"";"0";"15/12/2005";"FCES";"07/11/2004"
"3557102080036";"34";"6 ";"";"2";"";"0";"15/12/2005";"FCES";"07/11/2004"
"3557102080036";"45";"5 ";"";"6";"";"0";"15/12/2005";"FCES";"07/11/2004"
"3557102084309";"33";"2 ";"";"10";"";"0";"02/03/2020";"DENISE";"07/11/2004"
"3557102084309";"45";"5 ";"";"6";"";"0";"02/03/2020";"KATIA";"07/11/2004"
"4202003718395";"40";"2 ";"";"1";"";"0";"09/12/2019";"420200";"29/09/2016"
"2803502503824";"06";"1 ";"";"2";"";"2";"23/09/2019";"BRAULIO";"07/11/2004"
"2803502503824";"45";"5 ";"";"1";"";"1";"23/09/2019";"FCES";"07/11/2004"
"2210802365103";"03";"1 ";"";"5";"";"5";"30/10/2019";"AVELAR";"07/11/2004"
"2210802365103";"33";"2 ";"";"12";"";"12";"30/10/2019";"smendes";"07/11/2004"
"2210802365103";"47";"6 ";"";"2";"";"2";"30/10/2019";"AVELAR";"07/11/2004"
"3304202288885";"33";"2 ";"";"32";"";"30";"03/07/2019";"SCNES";"07/11/2004"
"3304202288885";"47";"6 ";"";"2";"";"2";"03/07/2019";"SCNES";"07/11/2004"
"3304202288893";"45";"5 ";"";"10";"";"10";"29/07/2019";"SCNES";"07/11/2004"
"BA00000000000000000000000006637";"45";"5 ";"";"2";"0";"2";"";"";"22/08/2002"
"4208502377829";"03";"1 ";"";"14";"";"11";"15/08/2019";"SAUDE";"07/11/2004"
"4208502377829";"33";"2 ";"";"18";"";"18";"15/08/2019";"SAUDE";"07/11/2004"
"2401002410443";"45";"5 ";"";"7";"";"7";"05/09/2019";"LAURO";"23/09/2004"
"2402204012526";"03";"1 ";"";"10";"";"10";"05/09/2019";"ROCHA";"23/09/2004"
"2402204012526";"33";"2 ";"";"17";"";"17";"05/09/2019";"MILTON";"23/09/2004"
"2402308007403";"03";"1 ";"";"7";"";"7";"07/11/2005";"SESAP";"23/09/2004"
"2402308007403";"33";"2 ";"";"14";"";"14";"07/11/2005";"SESAP";"23/09/2004"
"2402308007403";"45";"5 ";"";"6";"";"6";"07/11/2005";"SESAP";"23/09/2004"
"2402702475278";"10";"4 ";"";"2";"";"2";"25/10/2019";"SESAP";"23/09/2004"
"2402702475278";"43";"4 ";"";"3";"";"3";"25/10/2019";"SESAP";"23/09/2004"
"2403702410192";"33";"2 ";"";"10";"";"10";"05/03/2020";"SMSFG";"23/09/2004"
"2403802409771";"33";"2 ";"";"14";"";"14";"06/10/2014";"FLORA";"23/09/2004"
"2404202374757";"43";"4 ";"";"4";"";"4";"02/03/2020";"240420";"23/09/2004"
"2404302407981";"33";"2 ";"";"13";"";"13";"14/01/2014";"CNES";"23/09/2004"
"2405102473763";"33";"2 ";"";"3";"";"3";"26/12/2019";"SAUDE";"23/09/2004"
"2406002409380";"33";"2 ";"";"16";"";"16";"30/05/2019";"SMSJP";"23/09/2004"
"2406804013301";"33";"2 ";"";"8";"";"8";"06/02/2020";"SMS";"23/09/2004"
"2406902407590";"43";"4 ";"";"2";"";"2";"21/02/2020";"SCNES";"23/09/2004"
"2407002380528";"33";"2 ";"";"16";"";"16";"08/01/2020";"SMS240700";"23/09/2004"
"2407002380528";"45";"5 ";"";"8";"";"8";"08/01/2020";"SMS240700";"23/09/2004"
"2407402407701";"10";"4 ";"";"8";"";"8";"03/07/2014";"FCES";"23/09/2004"
"2407402407701";"43";"4 ";"";"6";"";"6";"03/07/2014";"FCES";"23/09/2004"
"2408802474026";"33";"2 ";"";"3";"";"3";"20/01/2020";"SMSPRZ";"23/09/2004"
"2408802474026";"45";"5 ";"";"1";"";"1";"20/01/2020";"SMSPRZ";"23/09/2004"
"2409103005860";"33";"2 ";"";"8";"";"8";"20/05/2019";"DINHO";"23/09/2004"
"2409103005860";"45";"5 ";"";"7";"";"7";"20/05/2019";"DINHO";"23/09/2004"
"2409302408090";"10";"4 ";"";"7";"";"7";"08/02/2013";"anastacia";"23/09/2004"
"2409302408090";"43";"4 ";"";"14";"";"14";"08/02/2013";"anastacia";"23/09/2004"
"2409302408090";"66";"3 ";"";"2";"";"2";"08/02/2013";"anastacia";"23/09/2004"
"2409402409275";"33";"2 ";"";"16";"";"16";"19/01/2020";"CLEODON";"23/09/2004"
"2409502473801";"43";"4 ";"";"2";"";"2";"27/09/2017";"clelio";"23/09/2004"
"2409802375109";"33";"2 ";"";"3";"";"3";"30/09/2019";"12345";"23/09/2004"
"2409802375109";"43";"4 ";"";"3";"";"3";"30/09/2019";"12345";"23/09/2004"
"2411204014111";"06";"1 ";"";"4";"";"4";"08/10/2019";"JAILMA.SILVA";"23/09/2004"
"2411204014111";"33";"2 ";"";"2";"";"2";"08/10/2019";"ANAKARLA";"23/09/2004"
"2411204014111";"43";"4 ";"";"25";"";"25";"08/10/2019";"JAILMA.SILVA";"23/09/2004"
"2600102517116";"32";"2 ";"";"1";"";"0";"12/03/2019";"josue";"17/03/2005"
"2600102517116";"45";"5 ";"";"2";"";"0";"12/03/2019";"AFOGADOS";"17/03/2005"
"2600202639238";"43";"4 ";"";"6";"";"6";"13/01/2020";"ENIO";"17/03/2005"
"2411502375265";"03";"1 ";"";"11";"";"11";"15/04/2019";"123456";"23/09/2004"
"2600202639238";"45";"5 ";"";"9";"";"9";"13/01/2020";"FCES";"17/03/2005"
"2600402356279";"43";"4 ";"";"8";"";"8";"02/10/2019";"GESTOR";"17/03/2005"
"2600702715171";"03";"1 ";"";"4";"";"4";"08/05/2019";"FCES";"17/03/2005"
"2600702715171";"33";"2 ";"";"10";"";"10";"08/05/2019";"FCES";"17/03/2005"
"2600902711877";"03";"1 ";"";"5";"";"5";"03/03/2020";"GESTOR";"17/03/2005"
"2600902711877";"33";"2 ";"";"13";"";"13";"03/03/2020";"GESTOR";"17/03/2005"
"2600902711877";"45";"5 ";"";"5";"";"5";"03/03/2020";"GESTOR";"17/03/2005"
"2601402348179";"10";"4 ";"";"1";"";"1";"16/11/2018";"PEDRO";"17/03/2005"
"2601402348179";"43";"4 ";"";"9";"";"9";"16/11/2018";"PEDRO";"17/03/2005"
"2601402499975";"03";"1 ";"";"18";"";"18";"27/08/2019";"GESTOR";"17/03/2005"
"2601402499975";"43";"4 ";"";"6";"";"6";"27/08/2019";"GESTOR";"17/03/2005"
"2602102639025";"03";"1 ";"";"8";"";"8";"28/03/2019";"SCNES";"17/03/2005"
"2602102639025";"33";"2 ";"";"22";"";"22";"28/03/2019";"SCNES";"17/03/2005"
"2603102638908";"43";"4 ";"";"2";"";"2";"02/04/2019";"CNES";"17/03/2005"
"2603202703017";"03";"1 ";"";"4";"";"4";"21/08/2019";"CAETES";"17/03/2005"
"2603202703017";"33";"2 ";"";"10";"";"10";"21/08/2019";"CAETES";"17/03/2005"
"2603302351048";"33";"2 ";"";"5";"";"5";"01/10/2019";"GERAL";"17/03/2005"
"2603302351048";"45";"5 ";"";"3";"";"3";"01/10/2019";"GERAL";"17/03/2005"
"2604202715260";"33";"2 ";"";"16";"";"16";"31/01/2020";"FCES";"17/03/2005"
"2604202715260";"45";"5 ";"";"5";"";"5";"31/01/2020";"FCES";"17/03/2005"
"2605202711400";"10";"4 ";"";"2";"";"0";"26/08/2019";"SAUDE";"17/03/2005"
"2605202711400";"43";"4 ";"";"2";"";"0";"26/08/2019";"SAUDE";"17/03/2005"
"3156902109034";"03";"1 ";"";"8";"";"4";"31/01/2020";"ANALICE";"21/05/2004"
"3156902109034";"43";"4 ";"";"4";"";"2";"31/01/2020";"ANALICE";"21/05/2004"
"5102672396211";"03";"1 ";"";"2";"";"0";"25/06/2019";"CAMPO";"21/05/2004"
"5102672396211";"43";"4 ";"";"5";"";"0";"25/06/2019";"CAMPO";"21/05/2004"
"2918452533413";"03";"1 ";"";"1";"";"1";"03/03/2020";"SCNES";"26/05/2006"
"2913902603055";"45";"5 ";"";"5";"";"5";"06/03/2020";"SESAB";"27/05/2006"
"2926302601737";"66";"3 ";"";"5";"";"5";"05/03/2020";"RIACHAO";"27/05/2006"
"4216202550350";"43";"4 ";"";"10";"";"8";"21/03/2011";"FCES";"21/05/2004"
"4216202550350";"47";"6 ";"";"7";"";"5";"21/03/2011";"FCES";"21/05/2004"
"3555402702193";"06";"1 ";"";"3";"";"3";"27/02/2020";"CNESDP";"21/05/2004"
"3555402702193";"31";"2 ";"";"2";"";"2";"27/02/2020";"CNESDP";"21/05/2004"
"3555402702193";"47";"6 ";"";"1";"";"1";"27/02/2020";"CNESDP";"21/05/2004"
"1200342000970";"33";"2 ";"";"16";"";"16";"30/01/2020";"SCNES";"21/05/2004"
"1200342000970";"45";"5 ";"";"4";"";"4";"30/01/2020";"FCES";"21/05/2004"
"1200342000970";"49";"6 ";"";"1";"";"1";"30/01/2020";"FCES";"21/05/2004"
"1200382000822";"43";"4 ";"";"3";"";"3";"13/11/2019";"SCNES";"21/05/2004"
"4104502586061";"66";"3 ";"";"1";"";"1";"07/06/2019";"ALECS";"09/06/2005"
"1200382000997";"33";"2 ";"";"14";"";"14";"30/01/2020";"SCNES";"21/05/2004"
"4108402666731";"33";"2 ";"";"21";"";"19";"12/11/2019";"EVELYN";"09/06/2005"
"4108402666731";"45";"5 ";"";"9";"";"8";"12/11/2019";"EVELYN";"09/06/2005"
"4113502753545";"33";"2 ";"";"12";"";"10";"15/01/2020";"ana maria";"09/06/2005"
"1200382000997";"47";"6 ";"";"1";"";"1";"30/01/2020";"FCES";"21/05/2004"
"1200402000385";"45";"5 ";"";"28";"";"28";"05/02/2020";"ROBAO";"21/05/2004"
"4113502753545";"45";"5 ";"";"15";"";"5";"15/01/2020";"ana maria";"09/06/2005"
"3525903012212";"81";"3 ";"";"10";"";"10";"27/05/2019";"FCES2";"12/03/2007"
"3525902786435";"75";"3 ";"";"31";"";"31";"14/11/2019";"FCES2";"12/03/2007"
"3301002287447";"44";"2 ";"";"14";"";"14";"02/03/2020";"PAULO";"30/08/2008"
"3525902078759";"33";"2 ";"";"12";"";"0";"28/05/2019";"UBS";"12/03/2007"
"3525902078759";"45";"5 ";"";"6";"";"0";"28/05/2019";"UBS";"12/03/2007"
"2611605259932";"03";"1 ";"";"12";"";"0";"02/09/2013";"JAQUELINE";"12/03/2007"
"2611605259932";"45";"5 ";"";"5";"";"0";"02/09/2013";"JAQUELINE";"12/03/2007"
"2611605259932";"68";"5 ";"";"2";"";"0";"02/09/2013";"JAQUELINE";"12/03/2007"
"3525902078066";"02";"1 ";"";"5";"";"0";"10/05/2019";"FCES2";"12/03/2007"
